sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level
TRACK,137.93,139.05,159.45,82.82,33.04,148.54,0.5457,1,1,1,1,2
SWIMMING,53.82,46.2,90.46,70.62,67.96,122.72,0.2632,1,1,1,1,3
VOLLEYBALL,144.02,115.65,127.35,134.02,52.68,148.6,0.5972,1,1,0,0,2
TRACK,138.82,126.36,87.83,78.44,29.46,161.85,0.48,1,1,0,1,2
SWIMMING,115.11,129.15,89.66,69.65,33.88,174.59,0.7068,0,0,0,1,1
TRACK,137.4,131.79,98.69,95.34,33.48,158.92,0.5157,1,1,1,0,2
CRICKET,81.31,124.19,95.05,43.53,36.16,178.15,0.8828,0,0,0,0,0
TRACK,90.53,134.32,134.86,82.67,15.11,167.27,0.629,0,0,0,1,1
BADMINTON,127.81,123.7,97.77,48.66,36.41,160.45,0.6148,0,1,0,1,1
TENNIS,127.14,98.97,128.2,74.5,30.04,177.71,0.9312,0,0,0,0,0
SWIMMING,121.89,126.18,150.21,88.89,22.24,170.11,0.8781,0,0,0,0,0
OTHER,117.22,144.68,153.55,94.92,28.9,167.55,0.9098,0,0,0,0,0
CRICKET,136.4,155.76,169.54,53.15,11.96,160.53,0.6508,0,1,0,1,1
GYMNASTICS,113.99,136.15,155.55,89.04,51.9,154.99,0.6736,1,1,1,1,2
RUGBY,83.17,85.05,129.4,108.07,28.55,159.1,0.6394,1,1,1,1,2
VOLLEYBALL,144.59,90.32,139.89,27.74,1.21,179.8,0.86,0,0,0,0,0
AMERICAN_FOOTBALL,83.68,67.48,91.03,96.35,42.97,152.03,0.481,1,1,0,1,2
CRICKET,67.14,136.79,127.29,87.04,54.08,153.21,0.6705,1,1,1,0,2
SOCCER,135.21,123.74,127.02,20.92,39.62,169.27,0.6524,0,1,0,0,1
CRICKET,100.41,155.32,149.3,84.52,17.25,167.84,0.7677,0,0,0,0,0
GYMNASTICS,126.22,154.38,142.86,78.48,2.91,170.29,0.8019,0,0,0,0,0
CYCLING,61.51,121.0,117.73,125.57,56.07,151.09,0.5965,1,1,1,1,2
HOCKEY,82.98,76.04,107.38,146.32,80.81,121.04,0.1833,1,1,1,1,3
BADMINTON,69.96,55.84,109.28,131.91,70.51,125.46,0.4536,1,1,1,0,3
SOCCER,75.46,76.09,145.13,29.93,45.35,149.62,0.6312,0,1,1,1,2
WRESTLING,86.33,49.84,153.53,84.74,84.86,137.01,0.2437,1,1,1,1,3
OTHER,153.48,94.35,90.42,107.92,43.44,165.41,0.6614,0,1,0,0,1
OTHER,129.93,123.43,108.18,69.07,31.78,173.97,0.7039,1,1,0,0,1
CRICKET,95.8,69.05,143.56,111.73,48.31,150.6,0.2442,1,1,1,0,3
SWIMMING,143.5,108.65,117.41,75.64,56.86,145.02,0.5912,1,1,1,0,2
CRICKET,149.39,147.27,98.27,29.28,36.23,161.44,0.6569,1,1,0,0,1
BASEBALL,59.39,79.2,99.57,121.96,58.67,154.35,0.53,1,1,1,1,2
BOXING,124.35,124.24,109.8,43.66,48.56,153.31,0.6403,0,1,0,1,2
CYCLING,120.45,72.25,111.39,21.7,51.52,151.39,0.4505,0,0,1,1,2
VOLLEYBALL,153.6,163.78,165.29,95.33,2.36,170.52,0.9522,0,0,0,0,0
CYCLING,164.3,155.33,132.63,118.05,35.61,172.49,0.6733,1,0,0,1,1
TRACK,90.8,69.5,88.09,53.4,60.95,151.74,0.5058,1,1,1,0,3
OTHER,94.91,158.06,139.83,49.21,14.07,159.45,0.6083,0,1,0,0,1
WRESTLING,52.18,79.02,134.15,104.98,43.65,134.01,0.4367,1,1,1,1,3
BASKETBALL,144.68,91.49,164.76,54.11,39.93,162.53,0.773,0,0,1,0,1
BASEBALL,56.5,127.7,94.22,97.98,34.77,146.9,0.5924,1,1,0,0,2
WRESTLING,138.11,128.88,134.27,68.81,30.2,162.23,0.6822,0,0,1,1,1
RUGBY,99.47,65.07,116.36,158.41,51.99,143.56,0.1011,1,1,1,1,3
SWIMMING,115.74,128.88,92.18,20.38,34.65,161.37,0.4877,0,1,0,1,2
GYMNASTICS,73.3,163.75,142.06,37.27,22.03,165.18,0.6471,0,0,1,0,1
BASKETBALL,102.42,92.05,166.71,85.09,58.06,154.44,0.5804,0,1,1,1,2
TENNIS,169.62,103.48,165.24,56.96,20.44,164.31,0.8859,0,0,0,0,0
WRESTLING,82.36,122.82,110.39,110.63,50.64,161.81,0.5747,0,0,1,1,2
BOXING,75.62,82.83,127.05,78.41,50.35,152.68,0.6028,1,1,1,0,2
HOCKEY,150.64,154.14,162.5,21.23,24.14,157.0,0.7045,1,1,0,0,1
CRICKET,85.48,101.2,110.71,79.93,41.61,162.76,0.6582,1,1,1,1,2
CYCLING,67.13,129.1,161.84,119.26,25.4,161.18,0.7983,1,0,0,0,1
GYMNASTICS,123.04,94.49,169.4,28.15,53.95,154.86,0.4585,1,1,0,0,2
WRESTLING,20.68,85.61,129.77,27.94,40.98,151.36,0.1579,1,1,1,1,3
VOLLEYBALL,77.5,68.23,131.81,77.87,59.19,164.88,0.4822,0,1,1,1,2
TRACK,112.48,69.42,107.46,20.96,37.06,150.98,0.4407,0,1,0,1,2
TRACK,138.76,69.89,151.74,92.49,58.6,154.28,0.4671,0,1,1,1,2
CRICKET,140.53,163.0,125.88,51.23,9.58,180.56,0.8457,0,0,0,0,0
SOCCER,130.9,67.7,91.84,21.88,35.35,150.1,0.5808,1,0,1,0,2
BASEBALL,37.3,72.84,120.5,155.87,49.46,128.64,0.4729,1,0,1,1,3
RUGBY,107.14,140.69,141.9,70.36,36.24,173.2,0.7419,0,0,0,0,0
AMERICAN_FOOTBALL,80.0,99.29,103.73,87.13,47.52,163.22,0.6244,1,0,0,0,1
GYMNASTICS,80.77,95.89,107.43,103.98,21.04,165.08,0.6982,0,0,1,0,1
AMERICAN_FOOTBALL,70.28,142.85,128.4,31.82,58.9,152.67,0.6046,1,1,1,1,2
RUGBY,143.98,152.64,163.16,50.63,35.63,173.37,0.9903,0,0,0,0,0
WRESTLING,108.03,82.09,156.12,107.42,24.34,165.03,0.6492,0,1,0,0,1
BASEBALL,81.51,142.21,114.77,26.96,35.43,177.43,0.7171,0,0,0,0,0
AMERICAN_FOOTBALL,82.41,94.57,88.68,60.57,71.21,124.23,0.1873,1,1,1,1,3
SOCCER,114.47,137.85,115.69,41.07,15.09,158.89,0.7474,0,0,0,1,1
CYCLING,81.77,109.5,174.13,86.87,31.54,168.76,0.8115,0,0,0,0,0
BASKETBALL,110.43,95.16,145.44,102.65,17.48,168.94,0.749,0,0,0,1,1
TRACK,151.47,84.73,132.59,33.11,27.57,159.74,0.8194,0,1,0,0,1
TRACK,21.37,97.52,93.29,141.41,79.62,148.43,0.2476,1,1,0,1,3
BASKETBALL,93.46,66.63,115.65,23.06,40.2,147.74,0.1325,1,1,1,1,3
WRESTLING,97.65,76.64,90.74,103.14,26.86,149.37,0.6238,0,0,1,1,2
WRESTLING,160.52,121.42,88.94,114.78,34.9,167.95,0.6997,0,1,0,0,1
OTHER,59.49,62.72,110.17,131.17,45.21,139.88,0.2362,1,1,1,1,3
SWIMMING,127.71,106.9,130.87,98.02,29.8,163.86,0.7961,1,0,0,0,1
SOCCER,85.38,123.54,141.17,74.25,17.58,177.3,0.8007,0,0,0,0,0
GYMNASTICS,64.05,116.4,116.27,81.23,25.2,157.01,0.4596,1,1,1,1,2
BOXING,75.98,74.25,102.56,126.35,78.1,136.1,0.4725,1,1,1,1,3
VOLLEYBALL,137.51,117.57,122.26,35.44,2.11,170.58,0.8705,0,0,0,0,0
CRICKET,103.45,161.98,117.92,98.63,22.92,168.43,0.8909,0,0,0,0,0
TENNIS,155.18,98.71,125.07,77.75,37.22,170.4,0.8013,0,0,1,0,1
TRACK,55.53,122.0,167.16,40.34,64.51,154.48,0.4733,0,1,0,1,2
BADMINTON,123.48,79.78,144.98,114.08,56.0,162.88,0.6394,1,1,1,1,2
SOCCER,138.56,125.66,161.04,63.69,26.56,164.23,0.7268,0,0,0,0,0
AMERICAN_FOOTBALL,71.5,66.37,134.88,24.91,58.6,122.16,0.4375,1,1,1,1,3
TENNIS,124.17,165.86,145.55,41.3,31.29,172.42,0.8064,0,0,0,0,0
BASKETBALL,37.84,73.81,110.64,91.26,65.84,127.29,0.2511,1,1,1,1,3
VOLLEYBALL,98.06,84.22,110.24,123.45,60.4,158.35,0.5344,0,1,1,1,2
BOXING,129.38,119.55,169.08,34.57,57.77,163.09,0.6537,1,0,1,1,2
HOCKEY,140.51,170.78,139.8,46.46,37.05,167.25,0.9022,0,0,0,0,0
AMERICAN_FOOTBALL,138.87,135.25,154.79,94.65,49.3,156.87,0.6098,1,0,0,0,1
HOCKEY,78.81,107.79,134.69,42.57,29.72,168.36,0.7415,1,0,0,1,1
AMERICAN_FOOTBALL,48.21,53.08,100.09,40.83,58.22,147.05,0.112,0,1,1,1,3
BASKETBALL,94.32,110.75,144.08,109.15,37.74,155.5,0.7928,1,0,1,0,1
GYMNASTICS,96.08,120.59,151.14,27.01,30.67,181.22,0.7587,0,0,0,0,0
BASKETBALL,156.49,156.98,167.72,28.46,30.11,163.99,0.7099,0,0,0,0,0
TENNIS,159.45,121.95,107.28,71.77,19.52,157.6,0.6717,0,1,0,0,1
WRESTLING,98.45,141.61,116.37,30.31,30.6,181.26,0.7108,0,0,0,0,0
AMERICAN_FOOTBALL,140.13,122.23,136.44,95.19,3.18,170.66,0.9873,0,0,0,0,0
OTHER,65.5,80.97,115.66,41.92,34.44,161.48,0.7185,0,0,1,0,1
VOLLEYBALL,43.71,76.62,87.84,156.59,69.51,136.31,0.1789,1,1,1,1,3
CRICKET,108.06,164.42,159.38,36.16,43.94,156.22,0.8157,0,1,0,1,1
SWIMMING,146.13,128.11,109.14,75.03,9.04,169.14,0.9585,0,0,0,0,0
CYCLING,79.96,85.16,82.98,73.0,60.45,129.6,0.329,1,1,0,1,3
GYMNASTICS,91.52,87.49,141.31,71.98,28.22,154.05,0.6555,0,1,1,1,2
BOXING,72.55,144.44,116.54,24.75,31.03,148.57,0.5204,1,1,1,0,2
AMERICAN_FOOTBALL,91.64,85.1,157.07,28.79,27.84,166.63,0.6497,1,0,0,1,1
TRACK,159.9,118.47,107.3,109.52,32.15,172.14,0.6478,1,1,0,0,1
BOXING,76.86,93.07,144.87,128.07,46.85,145.49,0.5987,1,0,0,1,2
HOCKEY,142.34,142.75,144.15,62.22,19.48,162.58,0.7074,0,1,0,0,0
TRACK,68.31,162.78,133.78,102.27,10.06,155.48,0.6561,0,0,1,0,1
AMERICAN_FOOTBALL,60.3,66.86,83.87,98.69,32.78,152.95,0.6378,0,1,1,0,2
BOXING,95.34,110.48,147.18,84.39,33.6,146.5,0.4416,0,0,1,1,2
BASEBALL,118.89,117.83,126.43,121.57,59.59,163.2,0.4643,0,1,1,0,2
RUGBY,65.42,140.12,149.99,70.07,35.57,149.31,0.4245,1,1,1,1,2
SOCCER,73.5,88.05,138.48,40.49,69.58,125.19,0.2357,1,1,1,1,3
RUGBY,81.96,81.28,121.52,48.57,51.51,122.43,0.2248,1,1,1,1,3
HOCKEY,114.07,87.54,166.78,95.8,32.16,157.0,0.552,0,1,1,1,2
VOLLEYBALL,62.06,85.02,117.7,38.14,70.26,143.06,0.4359,1,1,0,1,3
GYMNASTICS,71.2,136.6,152.96,27.74,39.55,173.99,0.7175,0,0,1,0,1
SOCCER,133.35,110.17,135.17,135.79,58.51,155.26,0.5065,1,1,1,1,2
RUGBY,100.45,105.12,169.74,105.87,43.57,155.06,0.7707,0,1,0,0,1
BOXING,23.15,79.13,148.81,24.13,88.88,129.07,0.1335,1,1,1,1,3
SWIMMING,102.71,74.04,120.48,52.07,58.41,161.57,0.4234,1,0,1,0,2
VOLLEYBALL,40.33,91.18,145.96,30.28,81.01,131.74,0.3435,1,1,0,1,3
WRESTLING,138.31,110.89,155.61,20.23,34.21,174.92,0.8044,0,0,0,0,0
CRICKET,97.81,82.79,107.1,42.58,13.46,165.21,0.7052,0,1,0,0,1
CRICKET,125.67,125.68,142.1,93.05,50.39,149.92,0.653,0,0,1,1,2
BASKETBALL,106.13,97.12,111.03,115.21,33.65,163.11,0.595,1,1,0,0,1
WRESTLING,91.4,133.09,132.75,64.93,41.55,156.62,0.6621,0,1,0,1,2
BASKETBALL,44.43,108.24,147.14,74.72,55.07,130.34,0.4241,1,1,1,1,3
GYMNASTICS,152.34,166.56,133.54,64.28,15.87,165.88,0.8522,0,0,0,0,0
BASKETBALL,125.2,110.58,146.64,66.22,34.04,162.4,0.6154,0,1,0,1,2
BASEBALL,94.42,126.44,131.23,98.97,34.73,159.74,0.7689,0,0,0,1,1
BASKETBALL,98.4,144.48,154.62,115.22,45.84,155.25,0.6272,0,1,0,1,1
SOCCER,68.09,87.84,142.69,32.0,73.0,136.15,0.3823,1,0,1,1,3
BADMINTON,111.03,116.75,94.78,55.65,30.67,169.95,0.842,0,0,0,0,0
WRESTLING,153.66,91.09,163.01,45.17,25.5,179.42,0.8296,0,0,0,0,0
BASEBALL,133.68,95.77,117.69,20.32,39.97,151.9,0.6442,0,0,1,1,2
SWIMMING,65.47,59.56,94.37,47.21,68.94,130.89,0.1501,1,1,1,1,3
BASEBALL,97.85,125.46,116.69,27.72,39.13,172.67,0.6076,0,0,0,1,1
HOCKEY,81.62,88.3,124.4,81.42,43.22,159.63,0.4778,1,1,0,0,2
OTHER,88.47,95.63,160.31,117.21,55.65,151.86,0.563,1,1,1,1,2
CYCLING,50.54,100.56,98.49,66.31,48.78,122.13,0.5051,0,1,1,1,3
BADMINTON,71.03,59.86,90.75,84.32,57.34,146.05,0.3704,1,1,1,1,3
BOXING,47.98,100.94,140.85,72.97,76.48,145.77,0.2566,1,1,1,1,3
BOXING,96.65,139.78,119.65,113.45,40.92,153.41,0.4302,1,0,1,0,2
AMERICAN_FOOTBALL,150.85,138.32,146.11,106.58,29.43,158.65,0.6798,0,0,1,1,1
RUGBY,151.19,118.65,125.68,48.22,14.65,168.77,0.8124,1,0,0,0,1
TRACK,137.35,110.11,166.63,41.72,32.5,146.86,0.4997,0,1,0,1,2
OTHER,121.45,158.05,161.8,46.43,10.28,168.64,0.7713,0,1,0,1,1
CYCLING,31.33,54.32,87.01,152.32,83.99,149.74,0.1622,1,0,1,1,3
BASKETBALL,155.75,137.88,137.32,108.1,15.32,170.45,0.6351,0,1,0,1,1
SOCCER,117.9,65.23,168.78,122.74,31.39,147.87,0.6511,1,0,1,0,2
RUGBY,22.64,106.67,119.93,57.82,76.89,144.21,0.2375,1,1,1,1,3
WRESTLING,98.93,74.26,124.0,89.63,87.2,125.62,0.412,1,1,1,1,3
BASEBALL,97.1,141.12,96.93,74.32,39.96,148.36,0.6103,1,1,0,1,2
SWIMMING,155.72,115.17,143.15,80.72,24.98,160.56,0.7048,0,0,0,1,1
WRESTLING,96.1,50.72,79.44,73.67,42.15,137.81,0.5057,1,1,1,1,3
RUGBY,109.22,158.71,153.46,37.24,34.47,173.82,0.693,0,0,1,1,1
GYMNASTICS,146.75,130.38,144.92,28.3,3.56,164.85,0.7397,0,0,0,0,0
HOCKEY,58.62,101.36,95.92,113.25,69.49,137.12,0.4922,1,1,0,1,3
BASKETBALL,77.22,163.78,159.11,94.38,0.15,179.28,0.9813,0,0,0,0,0
RUGBY,164.78,121.6,97.47,117.9,21.6,171.88,0.7649,0,0,1,1,1
AMERICAN_FOOTBALL,98.82,127.05,113.03,34.89,56.88,161.94,0.5848,1,1,1,0,2
HOCKEY,24.12,73.82,127.59,153.45,67.96,123.04,0.2904,1,1,1,0,3
WRESTLING,75.07,115.37,153.37,65.95,31.02,176.08,0.8622,0,0,0,0,0
AMERICAN_FOOTBALL,90.05,160.23,92.41,33.63,22.4,170.34,0.8507,0,0,0,0,0
BADMINTON,82.75,108.74,156.64,35.52,54.98,145.75,0.4965,1,0,1,0,2
BASKETBALL,99.59,164.33,152.39,98.31,15.51,163.81,0.9173,1,0,0,0,0
CYCLING,101.35,133.48,85.18,45.53,10.12,171.47,0.8056,0,0,1,0,1
HOCKEY,137.28,104.9,123.21,59.74,1.97,163.03,0.9575,0,0,0,0,0
BASEBALL,54.57,64.48,136.08,46.17,60.06,145.63,0.103,1,1,1,1,3
VOLLEYBALL,86.14,72.59,82.94,61.68,32.69,160.7,0.4654,0,1,1,0,2
AMERICAN_FOOTBALL,159.9,141.44,165.41,49.62,30.28,173.05,0.886,0,0,0,0,0
BASEBALL,90.6,103.1,105.77,87.38,20.36,160.51,0.6877,0,1,0,0,1
TRACK,145.66,112.15,149.42,75.85,44.29,166.12,0.5904,0,1,0,0,1
VOLLEYBALL,141.82,108.83,135.02,71.24,10.51,165.21,0.7305,0,0,0,0,0
CYCLING,110.15,114.92,130.7,113.31,52.74,146.52,0.5881,1,1,1,0,2
RUGBY,149.3,160.67,101.38,79.25,20.64,167.92,0.7767,1,0,0,0,1
SOCCER,31.15,66.01,110.57,85.15,52.26,149.04,0.3427,1,1,1,1,3
CRICKET,39.59,79.3,107.44,154.62,43.55,135.77,0.165,1,1,1,1,3
CYCLING,125.34,85.48,124.07,23.82,31.13,166.37,0.7517,1,1,0,0,1
BASKETBALL,38.56,59.77,150.86,96.45,79.82,131.28,0.2845,0,1,1,1,3
OTHER,129.32,158.27,161.57,29.48,22.99,159.97,0.6866,0,1,0,0,1
BOXING,69.25,82.83,137.42,115.9,18.27,160.39,0.801,0,0,0,1,1
AMERICAN_FOOTBALL,124.11,120.8,105.6,138.35,64.95,160.81,0.5788,1,1,0,1,2
WRESTLING,87.07,140.67,138.47,56.18,10.02,181.0,0.9327,0,0,0,0,0
BADMINTON,83.17,106.89,168.72,82.94,45.28,172.21,0.7047,1,0,0,0,1
BADMINTON,129.75,142.41,110.43,54.46,59.75,148.49,0.4857,0,1,1,0,2
TENNIS,76.74,135.83,96.87,32.12,30.51,162.55,0.6135,1,1,1,0,2
AMERICAN_FOOTBALL,106.24,77.24,146.18,99.12,61.52,154.33,0.519,1,1,0,1,2
BADMINTON,95.28,119.01,111.27,25.61,37.63,163.16,0.7019,0,1,0,0,1
AMERICAN_FOOTBALL,107.06,100.88,156.52,64.12,10.33,176.19,0.7716,0,0,0,0,0
TENNIS,91.5,133.45,157.73,136.82,25.34,151.95,0.5885,1,1,0,0,2
SOCCER,132.1,140.3,162.56,50.53,41.64,157.03,0.7475,0,0,0,1,1
BOXING,43.09,69.61,78.98,59.2,72.19,141.89,0.1086,1,0,1,1,3
VOLLEYBALL,67.46,92.45,90.38,42.45,26.41,161.43,0.8048,0,1,1,0,1
BOXING,139.89,92.73,141.51,78.09,3.4,177.49,0.9736,0,0,0,0,0
RUGBY,137.04,120.64,147.42,87.73,17.38,179.22,0.9035,0,0,0,0,0
SOCCER,128.72,86.88,165.2,38.29,60.36,154.97,0.5958,1,0,1,1,2
RUGBY,99.51,167.31,167.21,99.06,4.57,178.94,0.9547,0,0,0,0,0
BASKETBALL,105.08,120.34,129.57,30.48,35.73,174.81,0.9067,0,0,0,0,0
CYCLING,132.14,139.33,119.6,48.59,37.51,161.43,0.5212,1,0,0,1,2
AMERICAN_FOOTBALL,99.36,128.5,138.52,104.96,28.95,160.74,0.5271,1,1,0,0,2
SWIMMING,151.18,112.09,128.87,69.03,12.05,178.62,0.7514,0,0,0,0,0
SWIMMING,155.77,117.91,99.26,110.51,25.47,169.25,0.6712,0,1,0,0,1
GYMNASTICS,115.0,145.86,97.37,98.72,16.48,174.22,0.8395,0,0,0,0,0
TRACK,77.1,65.56,108.4,159.1,58.71,140.06,0.2843,0,1,1,1,3
WRESTLING,64.81,129.01,106.09,28.46,41.38,145.01,0.5136,0,1,0,1,2
GYMNASTICS,23.12,44.43,152.96,108.04,48.2,145.98,0.3887,1,1,1,1,3
GYMNASTICS,89.96,105.83,116.54,96.23,25.84,154.95,0.4765,1,0,1,0,2
BADMINTON,162.49,153.61,149.49,43.0,15.49,180.55,0.9187,0,0,0,0,0
HOCKEY,94.08,66.85,125.48,39.09,49.44,120.4,0.4663,1,1,1,1,3
WRESTLING,110.59,117.06,115.21,79.54,29.2,178.64,0.917,0,0,0,0,0
TRACK,160.71,92.52,121.31,87.96,37.22,165.34,0.7448,0,1,0,0,1
HOCKEY,141.3,160.37,156.6,58.89,16.27,173.14,0.896,0,0,0,0,0
BASEBALL,64.54,110.12,87.47,38.7,52.23,146.68,0.6312,1,1,0,1,2
CRICKET,56.5,91.55,91.35,153.58,51.31,133.17,0.1251,0,1,1,1,3
BADMINTON,150.69,98.23,85.75,35.37,15.85,157.99,0.6594,0,1,0,0,1
OTHER,109.07,137.52,108.85,48.8,30.43,163.83,0.7716,0,0,0,0,0
HOCKEY,93.55,98.47,133.87,95.91,18.96,165.65,0.7613,0,0,0,0,0
TRACK,152.41,97.91,134.74,114.39,15.74,161.49,0.8059,0,1,1,0,1
BASKETBALL,72.8,101.04,142.78,100.7,44.2,152.4,0.6225,1,1,1,1,2
SWIMMING,119.09,135.75,128.81,85.77,42.97,156.08,0.771,0,1,0,0,1
WRESTLING,88.2,115.38,118.22,55.38,43.39,148.44,0.671,1,1,1,1,2
GYMNASTICS,81.01,71.61,81.53,155.94,47.94,125.06,0.5121,1,1,1,1,3
BADMINTON,76.0,112.84,119.84,109.91,19.68,158.48,0.7449,1,0,0,0,1
GYMNASTICS,25.67,94.6,129.14,94.66,43.25,149.24,0.2681,1,1,1,1,3
BOXING,114.21,113.18,98.47,39.4,32.99,172.05,0.9595,0,0,0,0,0
BASEBALL,73.71,127.89,114.24,106.87,35.93,155.89,0.5881,0,1,0,1,1
TENNIS,99.44,67.06,128.16,94.24,25.78,160.57,0.5916,1,1,0,0,2
BOXING,58.38,65.42,110.36,31.91,78.98,147.93,0.1089,1,1,1,1,3
GYMNASTICS,103.5,143.09,89.64,59.74,25.18,150.8,0.5666,1,1,0,0,2
HOCKEY,133.66,150.14,122.62,37.73,25.1,170.84,0.8139,0,0,0,0,0
SOCCER,88.84,160.45,117.18,37.14,2.89,170.46,0.9859,0,0,0,0,0
CRICKET,84.71,129.06,103.47,77.74,33.73,159.02,0.6525,1,0,0,0,1
HOCKEY,149.83,126.45,162.24,43.27,11.52,174.64,0.9854,0,0,0,0,0
BASKETBALL,95.51,100.88,94.32,71.26,73.05,151.85,0.3827,1,0,1,1,3
CRICKET,87.89,84.34,129.89,102.46,21.84,159.64,0.7971,1,1,0,0,1
RUGBY,87.9,169.29,121.44,38.75,21.63,177.52,0.8204,0,0,0,0,0
HOCKEY,161.72,140.18,157.31,45.54,4.41,164.09,0.8945,0,0,0,0,0
VOLLEYBALL,47.88,104.02,123.13,61.38,65.21,149.11,0.3378,1,1,1,1,3
SWIMMING,105.8,146.16,86.11,52.93,12.02,170.14,0.5886,0,1,0,0,1
BASKETBALL,84.59,127.39,161.66,115.87,45.73,155.69,0.6864,0,1,1,0,1
CYCLING,45.97,57.93,117.88,26.01,52.88,148.93,0.1207,0,1,1,1,3
VOLLEYBALL,119.88,81.59,97.05,126.97,42.26,160.82,0.4627,0,1,1,1,2
HOCKEY,34.97,83.01,123.83,46.7,41.77,147.05,0.4745,1,1,1,1,3
CYCLING,89.95,121.16,89.23,67.92,31.3,163.64,0.5362,1,0,1,1,2
BASEBALL,92.55,149.55,152.78,100.38,11.81,172.61,0.6546,0,0,1,0,1
BASKETBALL,66.69,65.44,166.48,49.24,32.86,155.48,0.4478,1,0,0,1,2
CYCLING,119.12,88.01,113.75,111.39,19.78,162.72,0.7951,0,0,1,0,1
SWIMMING,158.74,127.25,154.47,109.19,39.25,163.96,0.6908,1,0,1,0,1
CYCLING,136.98,118.31,106.38,90.89,46.39,168.31,0.7398,0,1,0,0,1
BASEBALL,85.57,114.33,94.77,29.26,28.6,160.75,0.4378,0,1,1,1,2
OTHER,61.21,56.31,128.36,116.93,89.33,146.98,0.5077,1,0,1,1,3
TENNIS,123.27,94.28,117.16,48.11,56.94,161.02,0.6138,1,1,1,0,2
BADMINTON,162.31,143.91,129.9,52.21,32.21,167.59,0.7464,0,0,0,0,0
WRESTLING,135.4,158.39,151.87,113.75,14.27,164.68,0.6222,1,0,0,1,1
SOCCER,99.93,53.1,113.53,66.33,52.1,138.51,0.2209,1,1,1,1,3
BASEBALL,89.17,38.23,118.87,120.1,52.86,132.2,0.1002,0,1,1,1,3
BADMINTON,89.98,142.9,110.8,82.7,54.2,160.33,0.5889,0,1,0,1,2
CYCLING,106.16,100.84,108.32,119.51,53.51,150.13,0.568,0,0,1,1,2
CRICKET,164.24,106.85,147.54,37.6,19.62,174.54,0.873,0,0,0,0,0
OTHER,77.84,81.09,109.82,155.64,89.24,149.08,0.5069,1,0,1,1,3
HOCKEY,84.34,162.52,141.3,28.89,17.55,163.1,0.7109,0,0,0,0,0
HOCKEY,126.38,93.55,156.24,48.55,53.11,155.56,0.665,1,1,0,1,2
VOLLEYBALL,83.78,125.33,166.98,69.86,60.09,163.06,0.4265,1,0,1,0,2
CRICKET,84.26,122.0,112.6,25.63,40.44,145.24,0.496,0,1,0,1,2
BADMINTON,66.71,71.73,100.32,143.33,74.46,139.9,0.3636,0,1,1,1,3
BASKETBALL,128.64,160.92,94.07,85.87,30.21,164.51,0.9824,0,0,0,0,0
GYMNASTICS,89.49,66.91,122.53,133.56,40.17,145.88,0.471,1,1,1,0,2
AMERICAN_FOOTBALL,97.13,128.51,125.22,96.71,13.19,171.52,0.7965,0,0,1,0,1
CYCLING,71.03,123.35,89.25,108.83,32.91,164.48,0.6351,1,1,1,0,2
VOLLEYBALL,83.81,102.17,157.49,64.4,59.42,152.36,0.6144,1,1,0,0,2
BASKETBALL,104.55,97.21,83.95,23.55,44.59,164.58,0.6495,1,1,1,1,2
HOCKEY,111.2,143.04,121.23,71.13,48.51,149.44,0.5054,1,1,0,1,2
RUGBY,106.92,108.11,152.83,89.02,47.97,165.35,0.6807,0,1,0,0,1
SOCCER,106.81,113.63,91.89,106.36,22.66,157.71,0.6221,1,1,0,0,1
VOLLEYBALL,129.62,126.44,104.28,48.52,48.04,160.17,0.5296,1,1,1,1,2
BOXING,65.33,108.78,145.12,146.47,61.83,132.79,0.3475,1,1,1,1,3
BASKETBALL,109.95,123.07,139.09,113.39,37.96,158.68,0.5389,0,1,1,1,2
CRICKET,135.83,152.26,92.26,45.19,13.29,162.65,0.7674,0,0,0,0,0
SOCCER,144.25,155.8,170.32,46.56,23.61,164.61,0.9118,0,0,0,0,0
CRICKET,28.27,60.36,109.64,158.46,49.25,128.89,0.2482,1,1,1,1,3
CRICKET,148.44,122.11,170.29,88.49,11.37,159.24,0.8108,0,0,0,1,1
BOXING,34.27,53.28,92.1,33.13,67.03,148.99,0.1425,1,1,0,1,3
SWIMMING,147.13,137.14,150.4,65.65,19.05,167.96,0.7287,0,0,0,0,0
GYMNASTICS,64.65,96.61,134.14,108.99,41.06,160.62,0.458,1,0,0,1,2
OTHER,64.5,90.42,84.98,43.88,27.3,159.14,0.6035,0,1,1,0,2
GYMNASTICS,108.59,128.33,152.51,95.23,30.78,167.25,0.8195,0,1,1,0,1
WRESTLING,107.9,147.4,160.5,26.14,37.06,165.57,0.7567,0,1,0,0,1
RUGBY,115.54,137.17,97.14,50.14,27.39,181.41,0.8154,0,0,0,0,0
BOXING,130.61,129.05,102.95,70.3,47.13,172.26,0.6424,1,0,0,0,1
BADMINTON,31.2,77.29,88.72,111.4,76.82,139.63,0.4956,1,1,1,1,3
BOXING,121.93,119.32,107.49,89.04,12.23,163.51,0.7819,0,0,0,0,0
AMERICAN_FOOTBALL,107.26,110.45,165.3,97.78,17.82,170.77,0.6279,0,0,1,1,1
